targeting type,targeting value,date
conversation topics,comedy films,2023-09-14 00:00:00
conversation topics,retail industry,2023-09-14 00:00:00
interests,romance,2023-09-14 00:00:00
interests,movie news and general info,2023-09-14 00:00:00
interests,design,2023-09-14 00:00:00
interests,comics,2023-09-14 00:00:00
interests,mystery and crime,2023-09-14 00:00:00
interests,cooking,2023-09-14 00:00:00
movies and tv shows,barry,2023-09-14 00:00:00
interests,books news and general info,2023-09-14 00:00:00
interests,foodie news and general info,2023-09-14 00:00:00
interests,music festivals and concerts,2023-09-14 00:00:00
interests,technology,2023-09-14 00:00:00
interests,entertainment awards,2023-09-14 00:00:00
movies and tv shows,movie - indiana jones,2023-09-14 00:00:00
movies and tv shows,the idol,2023-09-14 00:00:00
conversation topics,horror films,2023-09-14 00:00:00
movies and tv shows,euphoria,2023-09-14 00:00:00
movies and tv shows,the last of us,2023-09-14 00:00:00
movies and tv shows,succession,2023-09-14 00:00:00
interests,comedy,2023-09-14 00:00:00
interests,sci-fi and fantasy,2023-09-14 00:00:00
keywords,cinema,2023-09-14 00:00:00
interests,music,2023-09-14 00:00:00
interests,jazz,2023-09-14 00:00:00
interests,celebrity fan and gossip,2023-09-14 00:00:00
interests,alternative,2023-09-14 00:00:00
interests,entertaining at home,2023-09-14 00:00:00
interests,arts and crafts,2023-09-14 00:00:00
interests,venues,2023-09-14 00:00:00
interests,music news and general info,2023-09-14 00:00:00
interests,drawing and sketching,2023-09-14 00:00:00
interests,world,2023-09-14 00:00:00
interests,animation,2023-09-14 00:00:00
interests,comedy,2023-09-14 00:00:00
interests,painting,2023-09-14 00:00:00
interests,photography,2023-09-14 00:00:00
interests,foreign,2023-09-14 00:00:00
keywords,drama,2023-09-14 00:00:00
interests,sci-fi and fantasy,2023-09-14 00:00:00
interests,screenwriting,2023-09-14 00:00:00
interests,freelance writing,2023-09-14 00:00:00
interests,music festivals and concerts,2023-09-15 00:00:00
interests,arts and crafts,2023-09-15 00:00:00
interests,photography,2023-09-15 00:00:00
interests,"health, mind, and body",2023-09-15 00:00:00
interests,books news and general info,2023-09-15 00:00:00
interests,entertainment awards,2023-09-15 00:00:00
keywords,netflix,2023-09-15 00:00:00
keywords,airdrop,2023-09-15 00:00:00
keywords,theater,2023-09-15 00:00:00
keywords,cinema,2023-09-15 00:00:00
keywords,apple,2023-09-15 00:00:00
keywords,drama,2023-09-15 00:00:00
keywords,disney,2023-09-15 00:00:00
keywords,hollywood,2023-09-15 00:00:00
keywords,disney's,2023-09-15 00:00:00
locations,egypt,2023-09-15 00:00:00
keywords,the night of,2023-09-15 00:00:00
app activity,purchase osn+ ios all,2023-09-15 00:00:00
keywords,artists,2023-09-15 00:00:00
keywords,new shows,2023-09-15 00:00:00
keywords,netflix,2023-09-15 00:00:00
keywords,netflix,2023-09-15 00:00:00
app activity combination,stream app purchase - 90 days retention,2023-09-15 00:00:00
app activity combination,purchase osn+ ios all,2023-09-15 00:00:00
list,adjust - app install no signup - mar'23,2023-09-15 00:00:00
locations,egypt,2023-09-15 00:00:00
age,18 and up,2023-09-15 00:00:00
languages,arabic,2023-09-15 00:00:00
languages,english,2023-09-15 00:00:00
platforms,ios,2023-09-15 00:00:00
os versions,ios 11.4 and above,2023-09-15 00:00:00
interests,health news and general info,2023-09-15 00:00:00
locations,egypt,2023-09-15 00:00:00
languages,arabic,2023-09-15 00:00:00
keywords,art,2023-09-15 00:00:00
keywords,youtube,2023-09-15 00:00:00
conversation topics,k-pop,2023-09-15 00:00:00
keywords,the last of us part 1,2023-09-15 00:00:00
conversation topics,dining,2023-09-15 00:00:00
conversation topics,pop,2023-09-15 00:00:00
conversation topics,retail industry,2023-09-15 00:00:00
conversation topics,cpg,2023-09-15 00:00:00
conversation topics,b2b,2023-09-15 00:00:00
conversation topics,alternative rock,2023-09-15 00:00:00
conversation topics,transportation,2023-09-15 00:00:00
conversation topics,entertainment,2023-09-15 00:00:00
conversation topics,rap,2023-09-15 00:00:00
conversation topics,energy,2023-09-15 00:00:00
conversation topics,r&b and soul,2023-09-15 00:00:00
conversation topics,world music,2023-09-15 00:00:00
conversation topics,folk music,2023-09-15 00:00:00
keywords,apple,2023-09-15 00:00:00
conversation topics,google ,2023-09-15 00:00:00
conversation topics,fashion brand,2023-09-15 00:00:00
conversation topics,biographies and memoirs,2023-09-15 00:00:00
conversation topics,sci-fi & fantasy books,2023-09-15 00:00:00
conversation topics,latin pop,2023-09-15 00:00:00
conversation topics,business & finance,2023-09-15 00:00:00
conversation topics,rock,2023-09-15 00:00:00
conversation topics,business news,2023-09-15 00:00:00
keywords,cinema,2023-09-15 00:00:00
keywords,cinemas,2023-09-15 00:00:00
keywords,new shows,2023-09-15 00:00:00
keywords,the last of us 2,2023-09-15 00:00:00
keywords,video,2023-09-15 00:00:00
keywords,got,2023-09-15 00:00:00
keywords,and just like that,2023-09-15 00:00:00
keywords,netflix's,2023-09-15 00:00:00
keywords,disneys,2023-09-15 00:00:00
keywords,people,2023-09-15 00:00:00
keywords,theaters,2023-09-15 00:00:00
keywords,disney,2023-09-15 00:00:00
keywords,music,2023-09-15 00:00:00
keywords,netflix,2023-09-15 00:00:00
keywords,the night of,2023-09-15 00:00:00
conversation topics,political news,2023-09-15 00:00:00
conversation topics,world news,2023-09-15 00:00:00
conversation topics,sports news,2023-09-15 00:00:00
conversation topics,entertainment news,2023-09-15 00:00:00
keywords,and just like that,2023-09-15 00:00:00
keywords,people,2023-09-15 00:00:00
conversation topics,entertainment news,2023-09-15 00:00:00
keywords,theaters,2023-09-15 00:00:00
movies and tv shows,movie - indiana jones,2023-09-15 00:00:00
conversation topics,horror films,2023-09-15 00:00:00
conversation topics,comedy films,2023-09-15 00:00:00
conversation topics,sci-fi & fantasy books,2023-09-15 00:00:00
conversation topics,biographies and memoirs,2023-09-15 00:00:00
conversation topics,fashion brand,2023-09-15 00:00:00
conversation topics,google ,2023-09-15 00:00:00
conversation topics,k-pop,2023-09-15 00:00:00
conversation topics,folk music,2023-09-15 00:00:00
conversation topics,world music,2023-09-15 00:00:00
conversation topics,r&b and soul,2023-09-15 00:00:00
conversation topics,latin pop,2023-09-15 00:00:00
conversation topics,energy,2023-09-15 00:00:00
conversation topics,entertainment,2023-09-15 00:00:00
conversation topics,transportation,2023-09-15 00:00:00
conversation topics,alternative rock,2023-09-15 00:00:00
conversation topics,b2b,2023-09-15 00:00:00
movies and tv shows,the idol,2023-09-15 00:00:00
conversation topics,cpg,2023-09-15 00:00:00
movies and tv shows,euphoria,2023-09-15 00:00:00
movies and tv shows,succession,2023-09-15 00:00:00
keywords,got,2023-09-15 00:00:00
conversation topics,comedy films,2023-09-15 00:00:00
keywords,the last of us part 1,2023-09-15 00:00:00
keywords,hollywood,2023-09-15 00:00:00
keywords,cinema,2023-09-15 00:00:00
keywords,netflix,2023-09-15 00:00:00
keywords,youtube,2023-09-15 00:00:00
keywords,netflix,2023-09-15 00:00:00
keywords,disney's,2023-09-15 00:00:00
keywords,netflix's,2023-09-15 00:00:00
keywords,and just like that,2023-09-15 00:00:00
keywords,and just like that,2023-09-15 00:00:00
keywords,disney,2023-09-15 00:00:00
keywords,theater,2023-09-15 00:00:00
keywords,drama,2023-09-15 00:00:00
keywords,cinema,2023-09-15 00:00:00
movies and tv shows,barry,2023-09-15 00:00:00
movies and tv shows,the last of us,2023-09-15 00:00:00
keywords,music,2023-09-15 00:00:00
conversation topics,retail industry,2023-09-15 00:00:00
conversation topics,dining,2023-09-15 00:00:00
keywords,art,2023-09-15 00:00:00
interests,books news and general info,2023-09-15 00:00:00
interests,romance,2023-09-15 00:00:00
interests,mystery and crime,2023-09-15 00:00:00
interests,"health, mind, and body",2023-09-15 00:00:00
interests,comics,2023-09-15 00:00:00
interests,biographies and memoirs,2023-09-15 00:00:00
interests,education news and general info,2023-09-15 00:00:00
locations,egypt,2023-09-15 00:00:00
languages,english,2023-09-15 00:00:00
keywords,climate,2023-09-15 00:00:00
keywords,africa,2023-09-15 00:00:00
platforms,ios,2023-09-15 00:00:00
keywords,video,2023-09-15 00:00:00
keywords,the last of us 2,2023-09-15 00:00:00
keywords,disneys,2023-09-15 00:00:00
keywords,disney,2023-09-15 00:00:00
keywords,novel,2023-09-15 00:00:00
conversation topics,pop,2023-09-15 00:00:00
keywords,writer,2023-09-15 00:00:00
keywords,reading,2023-09-15 00:00:00
conversation topics,rap,2023-09-15 00:00:00
conversation topics,business & finance,2023-09-15 00:00:00
conversation topics,rock,2023-09-15 00:00:00
conversation topics,business news,2023-09-15 00:00:00
conversation topics,sports news,2023-09-15 00:00:00
conversation topics,world news,2023-09-15 00:00:00
conversation topics,political news,2023-09-15 00:00:00
languages,english,2023-09-15 00:00:00
keywords,cinemas,2023-09-15 00:00:00
locations,egypt,2023-09-15 00:00:00
age,18 to 54,2023-09-15 00:00:00
website activity,sta- website visitors 2023,2023-09-15 00:00:00
follower look-alikes,@jk_rowling,2023-09-15 00:00:00
keywords,writing,2023-09-15 00:00:00
keywords,novels,2023-09-15 00:00:00
keywords,book,2023-09-15 00:00:00
keywords,read,2023-09-15 00:00:00
keywords,books,2023-09-15 00:00:00
conversation topics,horror films,2023-09-15 00:00:00
interests,photography,2023-09-15 00:00:00
movies and tv shows,succession,2023-09-15 00:00:00
keywords,and just like that,2023-09-15 00:00:00
keywords,the night of,2023-09-15 00:00:00
keywords,cinema,2023-09-15 00:00:00
keywords,drama,2023-09-15 00:00:00
keywords,cinemas,2023-09-15 00:00:00
keywords,disney,2023-09-15 00:00:00
keywords,the last of us part 1,2023-09-15 00:00:00
keywords,the last of us 2,2023-09-15 00:00:00
keywords,netflix's,2023-09-15 00:00:00
keywords,disney's,2023-09-15 00:00:00
keywords,music,2023-09-15 00:00:00
keywords,youtube,2023-09-15 00:00:00
keywords,netflix,2023-09-15 00:00:00
keywords,video,2023-09-15 00:00:00
keywords,disneys,2023-09-15 00:00:00
keywords,cinema,2023-09-15 00:00:00
keywords,theater,2023-09-15 00:00:00
keywords,hollywood,2023-09-15 00:00:00
keywords,new shows,2023-09-15 00:00:00
keywords,disney,2023-09-15 00:00:00
keywords,netflix,2023-09-15 00:00:00
interests,foodie news and general info,2023-09-15 00:00:00
interests,music festivals and concerts,2023-09-15 00:00:00
interests,technology,2023-09-15 00:00:00
age,18 and up,2023-09-15 00:00:00
conversation topics,transportation,2023-09-15 00:00:00
conversation topics,energy,2023-09-15 00:00:00
conversation topics,r&b and soul,2023-09-15 00:00:00
conversation topics,world music,2023-09-15 00:00:00
conversation topics,k-pop,2023-09-15 00:00:00
conversation topics,google ,2023-09-15 00:00:00
conversation topics,fashion brand,2023-09-15 00:00:00
conversation topics,biographies and memoirs,2023-09-15 00:00:00
conversation topics,sci-fi & fantasy books,2023-09-15 00:00:00
conversation topics,fiction literature,2023-09-15 00:00:00
conversation topics,comedy films,2023-09-15 00:00:00
conversation topics,horror films,2023-09-15 00:00:00
keywords,netflix,2023-09-15 00:00:00
keywords,and just like that,2023-09-15 00:00:00
interests,books news and general info,2023-09-15 00:00:00
keywords,apple,2023-09-15 00:00:00
keywords,got,2023-09-15 00:00:00
interests,comedy,2023-09-15 00:00:00
interests,painting,2023-09-15 00:00:00
interests,entertainment awards,2023-09-15 00:00:00
conversation topics,political news,2023-09-15 00:00:00
conversation topics,world news,2023-09-15 00:00:00
conversation topics,sports news,2023-09-15 00:00:00
conversation topics,entertainment news,2023-09-15 00:00:00
conversation topics,business news,2023-09-15 00:00:00
conversation topics,rock,2023-09-15 00:00:00
conversation topics,business & finance,2023-09-15 00:00:00
conversation topics,rap,2023-09-15 00:00:00
conversation topics,dining,2023-09-15 00:00:00
conversation topics,pop,2023-09-15 00:00:00
conversation topics,retail industry,2023-09-15 00:00:00
conversation topics,cpg,2023-09-15 00:00:00
conversation topics,b2b,2023-09-15 00:00:00
conversation topics,alternative rock,2023-09-15 00:00:00
interests,animation,2023-09-15 00:00:00
keywords,theaters,2023-09-15 00:00:00
interests,freelance writing,2023-09-15 00:00:00
interests,music news and general info,2023-09-15 00:00:00
keywords,people,2023-09-15 00:00:00
app activity,purchase osn+ ios all,2023-09-15 00:00:00
app activity combination,stream app purchase - 90 days retention,2023-09-15 00:00:00
app activity combination,purchase osn+ ios all,2023-09-15 00:00:00
list,adjust - app install no signup - mar'23,2023-09-15 00:00:00
age,18 and up,2023-09-15 00:00:00
platforms,ios,2023-09-15 00:00:00
locations,egypt,2023-09-15 00:00:00
languages,arabic,2023-09-15 00:00:00
languages,english,2023-09-15 00:00:00
os versions,ios 11.4 and above,2023-09-15 00:00:00
interests,entertaining at home,2023-09-15 00:00:00
interests,alternative,2023-09-15 00:00:00
interests,jazz,2023-09-15 00:00:00
interests,arts and crafts,2023-09-15 00:00:00
interests,venues,2023-09-15 00:00:00
interests,world,2023-09-15 00:00:00
interests,drawing and sketching,2023-09-15 00:00:00
interests,romance,2023-09-15 00:00:00
interests,cooking,2023-09-15 00:00:00
interests,mystery and crime,2023-09-15 00:00:00
interests,celebrity fan and gossip,2023-09-15 00:00:00
interests,sci-fi and fantasy,2023-09-15 00:00:00
interests,comedy,2023-09-15 00:00:00
interests,movie news and general info,2023-09-15 00:00:00
interests,design,2023-09-15 00:00:00
interests,comics,2023-09-15 00:00:00
interests,mystery and crime,2023-09-15 00:00:00
interests,cooking,2023-09-15 00:00:00
interests,romance,2023-09-15 00:00:00
interests,books news and general info,2023-09-15 00:00:00
interests,foodie news and general info,2023-09-15 00:00:00
interests,music festivals and concerts,2023-09-15 00:00:00
interests,technology,2023-09-15 00:00:00
interests,entertainment awards,2023-09-15 00:00:00
app activity,purchase osn+ ios all,2023-09-15 00:00:00
app activity combination,stream app purchase - 90 days retention,2023-09-15 00:00:00
app activity combination,purchase osn+ ios all,2023-09-15 00:00:00
interests,music,2023-09-15 00:00:00
list,adjust - app install no signup - mar'23,2023-09-15 00:00:00
interests,screenwriting,2023-09-15 00:00:00
interests,foreign,2023-09-15 00:00:00
movies and tv shows,the last of us,2023-09-15 00:00:00
movies and tv shows,the idol,2023-09-15 00:00:00
movies and tv shows,movie - indiana jones,2023-09-15 00:00:00
movies and tv shows,barry,2023-09-15 00:00:00
interests,entertaining at home,2023-09-15 00:00:00
interests,alternative,2023-09-15 00:00:00
interests,jazz,2023-09-15 00:00:00
interests,arts and crafts,2023-09-15 00:00:00
interests,venues,2023-09-15 00:00:00
interests,world,2023-09-15 00:00:00
interests,music news and general info,2023-09-15 00:00:00
interests,drawing and sketching,2023-09-15 00:00:00
interests,freelance writing,2023-09-15 00:00:00
interests,animation,2023-09-15 00:00:00
interests,comedy,2023-09-15 00:00:00
interests,painting,2023-09-15 00:00:00
interests,photography,2023-09-15 00:00:00
interests,sci-fi and fantasy,2023-09-15 00:00:00
platforms,ios,2023-09-15 00:00:00
languages,english,2023-09-15 00:00:00
languages,arabic,2023-09-15 00:00:00
interests,music news and general info,2023-09-15 00:00:00
interests,drawing and sketching,2023-09-15 00:00:00
interests,freelance writing,2023-09-15 00:00:00
interests,animation,2023-09-15 00:00:00
interests,comedy,2023-09-15 00:00:00
interests,painting,2023-09-15 00:00:00
interests,photography,2023-09-15 00:00:00
interests,foreign,2023-09-15 00:00:00
interests,sci-fi and fantasy,2023-09-15 00:00:00
interests,screenwriting,2023-09-15 00:00:00
interests,music,2023-09-15 00:00:00
interests,celebrity fan and gossip,2023-09-15 00:00:00
interests,sci-fi and fantasy,2023-09-15 00:00:00
interests,comedy,2023-09-15 00:00:00
interests,movie news and general info,2023-09-15 00:00:00
interests,design,2023-09-15 00:00:00
interests,comics,2023-09-15 00:00:00
interests,world,2023-09-15 00:00:00
interests,venues,2023-09-15 00:00:00
interests,arts and crafts,2023-09-15 00:00:00
interests,jazz,2023-09-15 00:00:00
locations,egypt,2023-09-15 00:00:00
age,18 and up,2023-09-15 00:00:00
os versions,ios 11.4 and above,2023-09-15 00:00:00
keywords,gender,2023-09-15 00:00:00
locations,egypt,2023-09-15 00:00:00
conversation topics,documentary films,2023-09-15 00:00:00
interests,government,2023-09-15 00:00:00
interests,green solutions,2023-09-15 00:00:00
movies and tv shows,euphoria,2023-09-15 00:00:00
interests,technology,2023-09-15 00:00:00
movies and tv shows,the idol,2023-09-15 00:00:00
